Borda count

Preference Schedule:
Voter 1: Sayan, Jayadev, Vishal, Vishesh, Hardeep, Aditya, Somy, Govind, Sachin, Amrish
Voter 2628: Amrish, Sayan, Govind, Vishesh, Sachin, Vishal, Hardeep, Somy, Aditya, Jayadev
Voter 2629: Vishesh, Govind, Hardeep, Sayan, Somy, Amrish, Vishal, Jayadev, Sachin, Aditya
Voter 2630: Amrish, Vishesh, Vishal, Sayan, Hardeep, Jayadev, Aditya, Sachin, Somy, Govind
Voter 2631: Amrish, Vishal, Hardeep, Vishesh, Jayadev, Sayan, Aditya, Govind, Sachin, Somy
Voter 2632: Vishesh, Hardeep, Vishal, Aditya, Govind, Jayadev, Sachin, Amrish, Sayan, Somy
Voter 2633: Aditya, Somy, Vishal, Hardeep, Govind, Sachin, Amrish, Jayadev, Vishesh, Sayan
Voter 2634: Govind, Jayadev, Sachin, Vishal, Sayan, Amrish, Vishesh, Hardeep, Somy, Aditya
Voter 2635: Sayan, Hardeep, Amrish, Jayadev, Sachin, Aditya, Govind, Vishal, Somy, Vishesh
Voter 2636: Hardeep, Jayadev, Govind, Vishal, Vishesh, Sayan, Somy, Amrish, Aditya, Sachin
Voter 2637: Sayan, Sachin, Amrish, Vishal, Somy, Vishesh, Aditya, Govind, Hardeep, Jayadev
Voter 2638: Somy, Vishesh, Jayadev, Hardeep, Amrish, Vishal, Sayan, Govind, Sachin, Aditya
Voter 2639: Vishesh, Sachin, Amrish, Sayan, Govind, Vishal, Somy, Jayadev, Hardeep, Aditya
Voter 2640: Sayan, Jayadev, Amrish, Vishal, Govind, Aditya, Somy, Sachin, Vishesh, Hardeep
Voter 2641: Aditya, Somy, Hardeep, Sayan, Vishesh, Sachin, Govind, Jayadev, Amrish, Vishal
Voter 2642: Aditya, Sachin, Hardeep, Jayadev, Amrish, Vishesh, Sayan, Vishal, Govind, Somy
Voter 2643: Hardeep, Jayadev, Vishal, Somy, Aditya, Sachin, Sayan, Amrish, Vishesh, Govind
Voter 2644: Vishal, Amrish, Sachin, Govind, Hardeep, Somy, Vishesh, Sayan, Jayadev, Aditya
Voter 2645: Sachin, Vishal, Govind, Aditya, Amrish, Vishesh, Somy, Jayadev, Sayan, Hardeep
Voter 2646: Hardeep, Vishal, Govind, Amrish, Somy, Aditya, Jayadev, Sachin, Sayan, Vishesh
Voter 2647: Amrish, Sayan, Aditya, Jayadev, Somy, Hardeep, Vishesh, Sachin, Govind, Vishal
Voter 2648: Sayan, Aditya, Amrish, Vishesh, Vishal, Hardeep, Jayadev, Govind, Sachin, Somy
Voter 2649: Somy, Vishal, Hardeep, Jayadev, Aditya, Govind, Vishesh, Amrish, Sachin, Sayan
Voter 2650: Aditya, Amrish, Sayan, Sachin, Hardeep, Jayadev, Vishal, Vishesh, Govind, Somy
Voter 2651: Vishal, Sayan, Hardeep, Govind, Aditya, Jayadev, Sachin, Somy, Amrish, Vishesh
Voter 2652: Jayadev, Govind, Vishal, Amrish, Vishesh, Somy, Hardeep, Sayan, Aditya, Sachin
Voter 2653: Govind, Vishal, Aditya, Amrish, Sachin, Jayadev, Sayan, Hardeep, Vishesh, Somy
Voter 2654: Somy, Vishesh, Sachin, Sayan, Jayadev, Govind, Amrish, Hardeep, Aditya, Vishal
Voter 2655: Somy, Jayadev, Sayan, Aditya, Vishal, Govind, Hardeep, Amrish, Vishesh, Sachin
Voter 2656: Amrish, Somy, Hardeep, Jayadev, Sayan, Sachin, Vishesh, Vishal, Govind, Aditya
Voter 2657: Hardeep, Aditya, Jayadev, Govind, Somy, Sayan, Vishal, Amrish, Sachin, Vishesh
Voter 2658: Somy, Sachin, Aditya, Vishal, Sayan, Jayadev, Vishesh, Govind, Hardeep, Amrish
Voter 2659: Sachin, Hardeep, Somy, Govind, Vishal, Jayadev, Sayan, Aditya, Amrish, Vishesh
Voter 2660: Hardeep, Somy, Aditya, Jayadev, Vishal, Sayan, Sachin, Amrish, Govind, Vishesh
Voter 2661: Hardeep, Sayan, Amrish, Jayadev, Sachin, Vishesh, Govind, Aditya, Somy, Vishal
Voter 2662: Govind, Vishal, Amrish, Sayan, Aditya, Hardeep, Vishesh, Somy, Jayadev, Sachin
Voter 2663: Amrish, Govind, Somy, Vishal, Hardeep, Sachin, Aditya, Sayan, Jayadev, Vishesh
Voter 2664: Somy, Jayadev, Vishal, Govind, Sayan, Vishesh, Sachin, Aditya, Amrish, Hardeep
Voter 2665: Sayan, Somy, Aditya, Vishesh, Hardeep, Sachin, Govind, Vishal, Jayadev, Amrish
Voter 2666: Amrish, Vishesh, Aditya, Vishal, Somy, Govind, Sachin, Sayan, Hardeep, Jayadev
Voter 2667: Hardeep, Sayan, Jayadev, Vishesh, Govind, Vishal, Sachin, Somy, Aditya, Amrish
Voter 2668: Govind, Sachin, Sayan, Jayadev, Vishesh, Aditya, Amrish, Somy, Vishal, Hardeep
Voter 2669: Sayan, Hardeep, Somy, Vishal, Sachin, Vishesh, Jayadev, Aditya, Amrish, Govind
Voter 2670: Aditya, Hardeep, Vishesh, Jayadev, Vishal, Somy, Govind, Sayan, Sachin, Amrish
Voter 2671: Somy, Aditya, Govind, Sayan, Amrish, Vishal, Jayadev, Sachin, Hardeep, Vishesh
Voter 2672: Jayadev, Amrish, Sachin, Govind, Hardeep, Aditya, Vishesh, Somy, Vishal, Sayan
Voter 2673: Hardeep, Somy, Jayadev, Sayan, Sachin, Vishesh, Vishal, Amrish, Govind, Aditya
Voter 2674: Hardeep, Vishesh, Somy, Vishal, Sachin, Aditya, Sayan, Amrish, Govind, Jayadev
Voter 2675: Hardeep, Jayadev, Sachin, Aditya, Vishal, Vishesh, Govind, Amrish, Sayan, Somy
Voter 2676: Govind, Vishesh, Aditya, Vishal, Amrish, Hardeep, Jayadev, Sachin, Somy, Sayan
Voter 2677: Amrish, Hardeep, Jayadev, Sachin, Sayan, Somy, Vishal, Aditya, Vishesh, Govind
Voter 2678: Vishesh, Aditya, Vishal, Sachin, Amrish, Jayadev, Hardeep, Govind, Sayan, Somy
Voter 2679: Amrish, Sachin, Govind, Aditya, Somy, Hardeep, Vishesh, Jayadev, Sayan, Vishal
Voter 2680: Vishal, Jayadev, Aditya, Sachin, Amrish, Somy, Vishesh, Hardeep, Sayan, Govind
Voter 2681: Aditya, Hardeep, Vishesh, Govind, Amrish, Sayan, Vishal, Somy, Sachin, Jayadev
Voter 2682: Aditya, Sayan, Jayadev, Somy, Amrish, Hardeep, Govind, Vishesh, Vishal, Sachin
Voter 2683: Amrish, Sachin, Sayan, Vishesh, Somy, Govind, Hardeep, Vishal, Aditya, Jayadev
Voter 2684: Govind, Sayan, Jayadev, Vishesh, Amrish, Aditya, Hardeep, Sachin, Vishal, Somy
Voter 2685: Sayan, Hardeep, Jayadev, Vishesh, Somy, Sachin, Aditya, Govind, Amrish, Vishal
Voter 2686: Jayadev, Aditya, Sayan, Hardeep, Vishesh, Govind, Vishal, Somy, Sachin, Amrish
Voter 2687: Vishesh, Sayan, Somy, Aditya, Vishal, Hardeep, Govind, Jayadev, Amrish, Sachin
Voter 2688: Jayadev, Amrish, Sachin, Hardeep, Somy, Vishesh, Sayan, Aditya, Vishal, Govind
Voter 2689: Somy, Amrish, Vishal, Aditya, Sachin, Vishesh, Hardeep, Jayadev, Govind, Sayan
Voter 2690: Sachin, Somy, Aditya, Govind, Jayadev, Hardeep, Sayan, Vishesh, Vishal, Amrish
Voter 2691: Somy, Jayadev, Sachin, Vishesh, Vishal, Amrish, Hardeep, Aditya, Govind, Sayan
Voter 2692: Sachin, Aditya, Hardeep, Somy, Amrish, Sayan, Jayadev, Vishesh, Vishal, Govind
Voter 2693: Somy, Sachin, Jayadev, Vishesh, Sayan, Amrish, Vishal, Hardeep, Aditya, Govind
Voter 2694: Jayadev, Somy, Vishesh, Sayan, Vishal, Aditya, Amrish, Hardeep, Sachin, Govind
Voter 2695: Aditya, Somy, Vishesh, Govind, Jayadev, Amrish, Sayan, Vishal, Hardeep, Sachin
Voter 2696: Sachin, Amrish, Vishesh, Vishal, Jayadev, Aditya, Somy, Hardeep, Sayan, Govind
Voter 2697: Hardeep, Vishal, Somy, Vishesh, Sayan, Govind, Amrish, Sachin, Aditya, Jayadev
Voter 2698: Jayadev, Vishal, Govind, Aditya, Sayan, Amrish, Sachin, Hardeep, Somy, Vishesh
Voter 2699: Govind, Aditya, Hardeep, Jayadev, Vishesh, Amrish, Sachin, Vishal, Somy, Sayan
Voter 2700: Somy, Sayan, Vishal, Vishesh, Aditya, Sachin, Jayadev, Amrish, Govind, Hardeep
Voter 2701: Vishal, Sachin, Amrish, Aditya, Govind, Jayadev, Sayan, Hardeep, Vishesh, Somy
Voter 2702: Jayadev, Govind, Hardeep, Amrish, Aditya, Sayan, Somy, Sachin, Vishal, Vishesh
Voter 2703: Sayan, Aditya, Hardeep, Govind, Somy, Vishesh, Jayadev, Amrish, Vishal, Sachin
Voter 2704: Hardeep, Jayadev, Vishesh, Govind, Sayan, Vishal, Somy, Aditya, Sachin, Amrish
Voter 2705: Sayan, Aditya, Amrish, Vishesh, Hardeep, Somy, Vishal, Govind, Jayadev, Sachin
Voter 2706: Sayan, Vishal, Aditya, Sachin, Somy, Amrish, Hardeep, Jayadev, Vishesh, Govind
Voter 2707: Jayadev, Somy, Vishal, Vishesh, Hardeep, Aditya, Govind, Sayan, Amrish, Sachin
Voter 2708: Aditya, Vishal, Vishesh, Somy, Amrish, Sachin, Jayadev, Sayan, Govind, Hardeep
Voter 2709: Sachin, Amrish, Somy, Vishal, Hardeep, Sayan, Govind, Vishesh, Jayadev, Aditya
Voter 2710: Vishal, Somy, Govind, Sachin, Vishesh, Hardeep, Amrish, Aditya, Sayan, Jayadev
Voter 2711: Vishesh, Sachin, Hardeep, Vishal, Somy, Sayan, Aditya, Govind, Amrish, Jayadev
Voter 2712: Vishesh, Vishal, Amrish, Sachin, Jayadev, Aditya, Hardeep, Somy, Govind, Sayan
Voter 2713: Amrish, Jayadev, Vishal, Vishesh, Hardeep, Somy, Sayan, Aditya, Govind, Sachin
Voter 2714: Amrish, Somy, Govind, Sachin, Hardeep, Vishal, Aditya, Sayan, Jayadev, Vishesh
Voter 2715: Somy, Hardeep, Vishal, Sayan, Aditya, Vishesh, Govind, Jayadev, Sachin, Amrish
Voter 2716: Govind, Aditya, Amrish, Sachin, Somy, Vishesh, Jayadev, Vishal, Hardeep, Sayan
Voter 2717: Vishal, Aditya, Hardeep, Somy, Sachin, Amrish, Sayan, Vishesh, Jayadev, Govind
Voter 2718: Amrish, Vishesh, Vishal, Govind, Sayan, Jayadev, Hardeep, Sachin, Somy, Aditya
Voter 2719: Govind, Hardeep, Sayan, Sachin, Jayadev, Somy, Aditya, Amrish, Vishesh, Vishal
Voter 2720: Jayadev, Govind, Somy, Vishesh, Amrish, Sayan, Vishal, Aditya, Hardeep, Sachin
Voter 2721: Vishesh, Hardeep, Somy, Sachin, Aditya, Amrish, Sayan, Govind, Vishal, Jayadev
Voter 2722: Sachin, Aditya, Somy, Amrish, Govind, Sayan, Vishal, Vishesh, Jayadev, Hardeep
Voter 2723: Vishesh, Sayan, Hardeep, Aditya, Sachin, Somy, Govind, Amrish, Jayadev, Vishal
Voter 2724: Somy, Sachin, Sayan, Vishal, Govind, Amrish, Jayadev, Vishesh, Hardeep, Aditya
Voter 2725: Vishal, Somy, Aditya, Sachin, Amrish, Hardeep, Sayan, Jayadev, Vishesh, Govind
Voter 2726: Aditya, Vishal, Hardeep, Govind, Sachin, Vishesh, Amrish, Sayan, Somy, Jayadev
Voter 2727: Aditya, Sachin, Amrish, Vishal, Vishesh, Sayan, Somy, Hardeep, Govind, Jayadev
Voter 2728: Sayan, Somy, Vishesh, Hardeep, Jayadev, Vishal, Sachin, Aditya, Govind, Amrish
Voter 2729: Vishesh, Sayan, Jayadev, Vishal, Somy, Amrish, Sachin, Aditya, Govind, Hardeep
Voter 2730: Hardeep, Amrish, Somy, Vishesh, Sayan, Sachin, Vishal, Govind, Aditya, Jayadev
Voter 2731: Aditya, Jayadev, Amrish, Vishesh, Govind, Somy, Vishal, Sachin, Sayan, Hardeep
Voter 2732: Hardeep, Somy, Sayan, Govind, Vishal, Aditya, Vishesh, Jayadev, Sachin, Amrish
Voter 2733: Aditya, Amrish, Jayadev, Govind, Sayan, Vishal, Hardeep, Somy, Vishesh, Sachin
Voter 2734: Somy, Amrish, Sachin, Vishesh, Vishal, Govind, Hardeep, Sayan, Jayadev, Aditya
Voter 2735: Vishal, Sayan, Amrish, Vishesh, Govind, Somy, Hardeep, Aditya, Sachin, Jayadev
Voter 2736: Somy, Amrish, Sachin, Sayan, Jayadev, Govind, Vishesh, Vishal, Hardeep, Aditya
Voter 2737: Sayan, Vishesh, Sachin, Vishal, Aditya, Govind, Hardeep, Somy, Jayadev, Amrish
Voter 2738: Vishal, Hardeep, Amrish, Sayan, Sachin, Vishesh, Somy, Jayadev, Govind, Aditya
Voter 2739: Hardeep, Somy, Govind, Aditya, Vishal, Sayan, Amrish, Sachin, Jayadev, Vishesh
Voter 2740: Hardeep, Somy, Amrish, Sachin, Vishesh, Sayan, Vishal, Govind, Jayadev, Aditya
Voter 2741: Jayadev, Hardeep, Vishal, Vishesh, Amrish, Aditya, Govind, Somy, Sachin, Sayan
Voter 2742: Hardeep, Somy, Amrish, Vishesh, Sachin, Sayan, Aditya, Vishal, Govind, Jayadev
Voter 2743: Vishesh, Somy, Sachin, Hardeep, Aditya, Govind, Amrish, Vishal, Jayadev, Sayan
Voter 2744: Govind, Jayadev, Sayan, Vishesh, Hardeep, Vishal, Somy, Aditya, Sachin, Amrish
Voter 2745: Sayan, Aditya, Vishal, Somy, Amrish, Jayadev, Vishesh, Hardeep, Sachin, Govind
Voter 2746: Govind, Vishal, Jayadev, Aditya, Amrish, Vishesh, Sayan, Somy, Sachin, Hardeep
Voter 2747: Sayan, Amrish, Vishal, Hardeep, Sachin, Govind, Aditya, Jayadev, Somy, Vishesh
Voter 2748: Vishesh, Sayan, Jayadev, Somy, Vishal, Govind, Amrish, Hardeep, Aditya, Sachin
Voter 2749: Somy, Sayan, Jayadev, Vishesh, Amrish, Vishal, Aditya, Hardeep, Sachin, Govind
Voter 2750: Govind, Vishesh, Sachin, Jayadev, Sayan, Somy, Hardeep, Amrish, Aditya, Vishal
Voter 2751: Vishesh, Aditya, Somy, Amrish, Jayadev, Govind, Sayan, Vishal, Sachin, Hardeep
Voter 2752: Aditya, Vishal, Hardeep, Govind, Sayan, Vishesh, Jayadev, Amrish, Somy, Sachin
Voter 2753: Aditya, Hardeep, Sayan, Sachin, Amrish, Somy, Govind, Jayadev, Vishesh, Vishal
Voter 2754: Govind, Amrish, Sayan, Hardeep, Sachin, Somy, Jayadev, Vishesh, Vishal, Aditya
Voter 2755: Vishal, Somy, Sachin, Govind, Hardeep, Vishesh, Sayan, Aditya, Jayadev, Amrish
Voter 2756: Jayadev, Amrish, Sayan, Somy, Vishesh, Aditya, Sachin, Vishal, Hardeep, Govind
Voter 2757: Amrish, Govind, Vishesh, Sayan, Aditya, Sachin, Somy, Jayadev, Vishal, Hardeep
Voter 2758: Vishesh, Vishal, Somy, Jayadev, Sachin, Govind, Amrish, Aditya, Sayan, Hardeep
Voter 2759: Vishal, Vishesh, Sayan, Amrish, Hardeep, Aditya, Sachin, Govind, Somy, Jayadev
Voter 2760: Amrish, Vishesh, Sachin, Hardeep, Govind, Sayan, Jayadev, Vishal, Somy, Aditya
Voter 2761: Govind, Amrish, Vishesh, Somy, Vishal, Sayan, Aditya, Jayadev, Hardeep, Sachin
Voter 2762: Sayan, Govind, Aditya, Jayadev, Hardeep, Vishal, Vishesh, Sachin, Somy, Amrish
Voter 2763: Vishal, Aditya, Jayadev, Hardeep, Vishesh, Somy, Sachin, Sayan, Govind, Amrish
Voter 2764: Amrish, Hardeep, Govind, Vishesh, Jayadev, Somy, Aditya, Sayan, Sachin, Vishal
Voter 2765: Vishal, Jayadev, Vishesh, Somy, Amrish, Sayan, Govind, Hardeep, Sachin, Aditya
Voter 2766: Amrish, Govind, Sachin, Somy, Hardeep, Aditya, Vishesh, Sayan, Jayadev, Vishal
Voter 2767: Somy, Sachin, Vishal, Vishesh, Amrish, Govind, Hardeep, Aditya, Sayan, Jayadev
Voter 2768: Vishesh, Vishal, Sayan, Hardeep, Jayadev, Aditya, Somy, Govind, Amrish, Sachin
Voter 2769: Sachin, Jayadev, Amrish, Vishal, Aditya, Vishesh, Somy, Sayan, Hardeep, Govind
Voter 2770: Aditya, Sayan, Hardeep, Govind, Amrish, Vishal, Vishesh, Somy, Sachin, Jayadev
Voter 2771: Vishal, Aditya, Amrish, Somy, Sayan, Hardeep, Govind, Vishesh, Sachin, Jayadev
Voter 2772: Vishesh, Sachin, Jayadev, Hardeep, Amrish, Aditya, Vishal, Somy, Govind, Sayan
Voter 2773: Amrish, Vishesh, Aditya, Vishal, Somy, Jayadev, Govind, Hardeep, Sachin, Sayan
Voter 2774: Hardeep, Sachin, Govind, Somy, Sayan, Amrish, Aditya, Jayadev, Vishal, Vishesh
Voter 2775: Vishal, Aditya, Amrish, Jayadev, Govind, Hardeep, Sayan, Sachin, Somy, Vishesh
Voter 2776: Somy, Aditya, Amrish, Hardeep, Govind, Sayan, Sachin, Vishesh, Jayadev, Vishal
Voter 2777: Amrish, Sayan, Hardeep, Govind, Somy, Sachin, Vishal, Vishesh, Jayadev, Aditya
Voter 2778: Jayadev, Aditya, Govind, Sachin, Somy, Sayan, Vishesh, Vishal, Amrish, Hardeep
Voter 2779: Amrish, Vishal, Aditya, Vishesh, Somy, Sayan, Sachin, Hardeep, Jayadev, Govind
Voter 2780: Govind, Vishal, Vishesh, Aditya, Hardeep, Jayadev, Sachin, Sayan, Somy, Amrish
Voter 2781: Govind, Sachin, Aditya, Hardeep, Amrish, Vishesh, Vishal, Sayan, Somy, Jayadev
Voter 2782: Sayan, Amrish, Sachin, Vishal, Jayadev, Govind, Somy, Hardeep, Vishesh, Aditya
Voter 2783: Sachin, Aditya, Sayan, Somy, Vishal, Govind, Vishesh, Amrish, Jayadev, Hardeep
Voter 2784: Vishesh, Vishal, Aditya, Sachin, Hardeep, Amrish, Somy, Govind, Jayadev, Sayan
Voter 2785: Amrish, Govind, Aditya, Vishesh, Jayadev, Sayan, Somy, Sachin, Vishal, Hardeep
Voter 2786: Sayan, Sachin, Aditya, Vishesh, Somy, Govind, Amrish, Vishal, Jayadev, Hardeep
Voter 2787: Hardeep, Vishesh, Amrish, Vishal, Somy, Govind, Sayan, Sachin, Aditya, Jayadev
Voter 2788: Somy, Vishesh, Jayadev, Amrish, Hardeep, Aditya, Sachin, Vishal, Govind, Sayan
Voter 2789: Hardeep, Aditya, Sayan, Vishal, Somy, Vishesh, Amrish, Govind, Jayadev, Sachin
Voter 2790: Somy, Govind, Aditya, Amrish, Hardeep, Sachin, Sayan, Jayadev, Vishal, Vishesh
Voter 2791: Govind, Sachin, Hardeep, Vishesh, Sayan, Jayadev, Amrish, Aditya, Vishal, Somy
Voter 2792: Amrish, Vishal, Sayan, Aditya, Hardeep, Sachin, Govind, Jayadev, Somy, Vishesh
Voter 2793: Amrish, Vishal, Somy, Vishesh, Hardeep, Sayan, Jayadev, Aditya, Govind, Sachin
Voter 2794: Jayadev, Sachin, Vishesh, Amrish, Sayan, Govind, Hardeep, Somy, Vishal, Aditya
Voter 2795: Vishal, Hardeep, Sayan, Govind, Somy, Jayadev, Aditya, Amrish, Vishesh, Sachin
Voter 2796: Aditya, Amrish, Vishesh, Hardeep, Vishal, Sachin, Sayan, Jayadev, Somy, Govind
Voter 2797: Jayadev, Govind, Sayan, Vishesh, Amrish, Somy, Aditya, Vishal, Sachin, Hardeep
Voter 2798: Jayadev, Vishal, Vishesh, Aditya, Sachin, Somy, Amrish, Govind, Sayan, Hardeep
Voter 2799: Somy, Aditya, Jayadev, Vishal, Amrish, Vishesh, Hardeep, Sachin, Govind, Sayan
Voter 2800: Govind, Sayan, Vishal, Aditya, Sachin, Somy, Hardeep, Vishesh, Jayadev, Amrish
Voter 2801: Jayadev, Vishal, Aditya, Vishesh, Sachin, Hardeep, Somy, Sayan, Amrish, Govind
Voter 2802: Hardeep, Somy, Jayadev, Govind, Sachin, Vishal, Sayan, Amrish, Vishesh, Aditya
Voter 2803: Jayadev, Govind, Sayan, Somy, Vishal, Aditya, Sachin, Vishesh, Amrish, Hardeep
Voter 2804: Jayadev, Hardeep, Amrish, Vishal, Govind, Vishesh, Sachin, Somy, Aditya, Sayan
Voter 2805: Sachin, Vishesh, Hardeep, Somy, Vishal, Sayan, Amrish, Aditya, Jayadev, Govind
Voter 2806: Vishal, Sayan, Sachin, Somy, Vishesh, Amrish, Hardeep, Govind, Aditya, Jayadev
Voter 2807: Sayan, Vishal, Amrish, Sachin, Jayadev, Govind, Somy, Aditya, Vishesh, Hardeep
Voter 2808: Hardeep, Govind, Somy, Sachin, Amrish, Jayadev, Vishal, Vishesh, Sayan, Aditya
Voter 2809: Vishal, Somy, Hardeep, Govind, Vishesh, Aditya, Jayadev, Sayan, Sachin, Amrish
Voter 2810: Sachin, Sayan, Somy, Govind, Hardeep, Vishesh, Amrish, Jayadev, Aditya, Vishal
Voter 2811: Sachin, Hardeep, Vishal, Jayadev, Somy, Govind, Aditya, Amrish, Sayan, Vishesh
Voter 2812: Vishesh, Sachin, Govind, Hardeep, Aditya, Vishal, Amrish, Sayan, Somy, Jayadev
Voter 2813: Vishesh, Aditya, Somy, Govind, Hardeep, Amrish, Sachin, Jayadev, Sayan, Vishal
Voter 2814: Jayadev, Aditya, Govind, Somy, Sayan, Amrish, Vishesh, Sachin, Hardeep, Vishal
Voter 2815: Hardeep, Sayan, Jayadev, Somy, Amrish, Sachin, Vishal, Govind, Aditya, Vishesh
Voter 2816: Aditya, Hardeep, Govind, Vishesh, Vishal, Sayan, Amrish, Somy, Sachin, Jayadev
Voter 2817: Vishesh, Govind, Vishal, Somy, Aditya, Amrish, Jayadev, Sachin, Hardeep, Sayan
Voter 2818: Govind, Sachin, Hardeep, Jayadev, Amrish, Somy, Sayan, Aditya, Vishal, Vishesh
Voter 2819: Aditya, Vishesh, Amrish, Govind, Jayadev, Sachin, Hardeep, Vishal, Somy, Sayan
Voter 2820: Vishal, Aditya, Vishesh, Hardeep, Somy, Jayadev, Sayan, Govind, Amrish, Sachin
Voter 2821: Govind, Sachin, Sayan, Hardeep, Somy, Amrish, Vishal, Vishesh, Aditya, Jayadev
Voter 2822: Govind, Hardeep, Sachin, Vishesh, Vishal, Sayan, Somy, Jayadev, Amrish, Aditya
Voter 2823: Jayadev, Sachin, Amrish, Vishesh, Aditya, Somy, Govind, Hardeep, Vishal, Sayan
Voter 2824: Vishesh, Amrish, Vishal, Jayadev, Somy, Aditya, Govind, Sachin, Sayan, Hardeep
Voter 2825: Jayadev, Hardeep, Aditya, Govind, Sayan, Amrish, Vishal, Vishesh, Sachin, Somy
Voter 2826: Hardeep, Somy, Amrish, Sayan, Govind, Aditya, Vishal, Sachin, Jayadev, Vishesh
Voter 2827: Amrish, Sayan, Sachin, Aditya, Govind, Vishesh, Vishal, Hardeep, Somy, Jayadev
Voter 2828: Amrish, Jayadev, Sachin, Somy, Sayan, Govind, Hardeep, Vishal, Aditya, Vishesh
Voter 2829: Amrish, Hardeep, Aditya, Somy, Sachin, Vishesh, Govind, Vishal, Sayan, Jayadev
Voter 2830: Amrish, Vishal, Hardeep, Govind, Aditya, Sachin, Jayadev, Sayan, Somy, Vishesh
Voter 2831: Amrish, Aditya, Somy, Vishesh, Hardeep, Sachin, Jayadev, Vishal, Govind, Sayan
Voter 2832: Amrish, Aditya, Sayan, Hardeep, Sachin, Somy, Govind, Vishal, Jayadev, Vishesh
Voter 2833: Govind, Vishesh, Somy, Aditya, Sachin, Vishal, Amrish, Hardeep, Sayan, Jayadev
Voter 2834: Vishal, Amrish, Aditya, Govind, Vishesh, Hardeep, Sachin, Somy, Sayan, Jayadev
Voter 2835: Sachin, Hardeep, Sayan, Amrish, Somy, Govind, Jayadev, Vishesh, Aditya, Vishal
Voter 2836: Sayan, Hardeep, Aditya, Vishal, Amrish, Sachin, Govind, Vishesh, Jayadev, Somy
Voter 2837: Hardeep, Govind, Vishesh, Sayan, Amrish, Somy, Vishal, Aditya, Sachin, Jayadev
Voter 2838: Jayadev, Amrish, Vishesh, Vishal, Hardeep, Sachin, Govind, Aditya, Somy, Sayan
Voter 2839: Somy, Hardeep, Sachin, Amrish, Jayadev, Vishal, Vishesh, Sayan, Aditya, Govind
Voter 2840: Govind, Sayan, Somy, Vishesh, Jayadev, Sachin, Vishal, Aditya, Amrish, Hardeep
Voter 2841: Vishal, Jayadev, Vishesh, Aditya, Somy, Sachin, Amrish, Govind, Sayan, Hardeep
Voter 2842: Vishal, Sayan, Jayadev, Hardeep, Somy, Amrish, Vishesh, Govind, Aditya, Sachin
Voter 2843: Vishal, Sachin, Sayan, Jayadev, Govind, Amrish, Somy, Vishesh, Hardeep, Aditya
Voter 2844: Jayadev, Sachin, Hardeep, Vishal, Vishesh, Aditya, Somy, Amrish, Govind, Sayan
Voter 2845: Somy, Hardeep, Aditya, Vishal, Jayadev, Vishesh, Sayan, Sachin, Govind, Amrish
Voter 2846: Amrish, Vishesh, Vishal, Somy, Govind, Sachin, Hardeep, Sayan, Jayadev, Aditya
Voter 2847: Vishal, Sayan, Jayadev, Govind, Aditya, Somy, Hardeep, Vishesh, Sachin, Amrish
Voter 2848: Somy, Vishesh, Sayan, Vishal, Hardeep, Aditya, Jayadev, Amrish, Sachin, Govind
Voter 2849: Hardeep, Jayadev, Vishesh, Sayan, Amrish, Sachin, Somy, Aditya, Govind, Vishal
Voter 2850: Somy, Jayadev, Hardeep, Vishesh, Amrish, Sayan, Aditya, Govind, Sachin, Vishal
Voter 2851: Aditya, Somy, Vishesh, Amrish, Hardeep, Sachin, Sayan, Jayadev, Vishal, Govind
Voter 2852: Amrish, Vishal, Hardeep, Sayan, Sachin, Jayadev, Aditya, Govind, Vishesh, Somy
Voter 2853: Sayan, Govind, Aditya, Sachin, Amrish, Vishesh, Vishal, Hardeep, Somy, Jayadev
Voter 2854: Jayadev, Aditya, Vishal, Govind, Vishesh, Hardeep, Sachin, Somy, Sayan, Amrish
Voter 2855: Vishal, Somy, Aditya, Sayan, Amrish, Govind, Jayadev, Vishesh, Sachin, Hardeep
Voter 2856: Somy, Govind, Jayadev, Vishesh, Hardeep, Aditya, Sachin, Sayan, Vishal, Amrish
Voter 2857: Hardeep, Sayan, Vishal, Amrish, Somy, Sachin, Govind, Vishesh, Jayadev, Aditya
Voter 2858: Hardeep, Vishesh, Aditya, Somy, Govind, Sayan, Sachin, Amrish, Vishal, Jayadev
Voter 2859: Govind, Amrish, Aditya, Somy, Hardeep, Sayan, Vishal, Sachin, Vishesh, Jayadev
Voter 2860: Vishesh, Govind, Somy, Aditya, Hardeep, Sachin, Jayadev, Vishal, Amrish, Sayan
Voter 2861: Amrish, Govind, Somy, Sachin, Aditya, Vishal, Hardeep, Vishesh, Jayadev, Sayan
Voter 2862: Somy, Sachin, Vishesh, Sayan, Govind, Hardeep, Vishal, Aditya, Amrish, Jayadev
Voter 2863: Sayan, Vishesh, Hardeep, Jayadev, Govind, Aditya, Sachin, Vishal, Amrish, Somy
Voter 2864: Sachin, Jayadev, Hardeep, Vishesh, Vishal, Govind, Sayan, Amrish, Aditya, Somy
Voter 2865: Vishal, Vishesh, Hardeep, Sayan, Govind, Aditya, Sachin, Jayadev, Somy, Amrish
Voter 2866: Jayadev, Govind, Aditya, Vishesh, Hardeep, Somy, Sayan, Sachin, Amrish, Vishal
Voter 2867: Vishesh, Sayan, Hardeep, Sachin, Vishal, Aditya, Amrish, Jayadev, Govind, Somy
